repo https://github.com/CBIIT/ctdc-model
commit 7952271
node	property	value_or_TYPE
diagnosis	snomed_disease_term	Multiple myeloma and immunoproliferative disease
diagnosis	snomed_disease_term	Neuroendocrine Carcinoma
diagnosis	snomed_disease_term	Nodular Melanoma
diagnosis	snomed_disease_term	Non-Small Cell Lung Carcinoma
diagnosis	snomed_disease_term	Plasma Cell Leukemia
diagnosis	snomed_disease_term	Plasma Cell Myeloma
diagnosis	snomed_disease_term	Prostate Adenocarcinoma
diagnosis	snomed_disease_term	Prostate Carcinoma
diagnosis	snomed_disease_term	Rectal Adenoma
diagnosis	snomed_disease_term	Rectal Carcinoma
diagnosis	snomed_disease_term	Small Cell Carcinoma
diagnosis	snomed_disease_term	Small Cell Lung Carcinoma
diagnosis	snomed_disease_term	Squamous Cell Carcinoma
diagnosis	snomed_disease_term	Squamous Cell Lung Carcinoma
diagnosis	snomed_disease_term	Superficial Spreading Melanoma
diagnosis	stage_of_disease	Stage III
diagnosis	stage_of_disease	Stage IIIA
diagnosis	stage_of_disease	Stage IIIB
diagnosis	stage_of_disease	Stage IIIC
diagnosis	stage_of_disease	Stage IV
diagnosis	stage_of_disease	Stage IVA
diagnosis	stage_of_disease	Stage IVB
diagnosis	stage_of_disease	Stage IVC
diagnosis	tumor_grade	Borderline malignancy
diagnosis	tumor_grade	Grade cannot be assessed
diagnosis	tumor_grade	Moderately Differentiated
diagnosis	tumor_grade	Poorly Differentiated
diagnosis	tumor_grade	Undifferentiated grade
diagnosis	tumor_grade	Well Differentiated
exposure	carcinogen_exposure	No
exposure	carcinogen_exposure	Unknown
exposure	carcinogen_exposure	Yes
exposure	crdc_id	STRING
exposure	environmental_exposure_type	Asbestos Exposure
exposure	environmental_exposure_type	Chemical Exposure
exposure	environmental_exposure_type	Marijuana Smoke Exposure
exposure	environmental_exposure_type	Radiation Exposure
exposure	environmental_exposure_type	Radon Exposure
exposure	environmental_exposure_type	Respirable Crystalline Silica Exposure
exposure	environmental_exposure_type	Smoke Exposure
exposure	environmental_exposure_type	Smokeless Tobacco Exposure
exposure	environmental_exposure_type	Tobacco Related Exposure
exposure	environmental_exposure_type	Wood Dust Exposure
exposure	exposure_record_id	STRING
image_collection	collection_access	Cloud
image_collection	collection_access	Download
image_collection	collection_access	Unrestricted
image_collection	crdc_id	STRING
image_collection	image_collection_name	STRING
image_collection	image_collection_record_id	STRING
image_collection	image_collection_url	STRING
image_collection	repository_name	STRING
non_targeted_therapy	best_response_to_non_targeted_therapy	Complete Response
non_targeted_therapy	best_response_to_non_targeted_therapy	Less than partial response
non_targeted_therapy	best_response_to_non_targeted_therapy	Not Assessed
non_targeted_therapy	best_response_to_non_targeted_therapy	Not Evaluable
non_targeted_therapy	best_response_to_non_targeted_therapy	Partial Response
non_targeted_therapy	best_response_to_non_targeted_therapy	Progressive Disease
non_targeted_therapy	best_response_to_non_targeted_therapy	Stable Disease
non_targeted_therapy	best_response_to_non_targeted_therapy	Too Early
non_targeted_therapy	best_response_to_non_targeted_therapy	Unknown
non_targeted_therapy	crdc_id	STRING
non_targeted_therapy	non_targeted_therapy	STRING
non_targeted_therapy	non_targeted_therapy_dose	STRING
non_targeted_therapy	non_targeted_therapy_dose_units	STRING
non_targeted_therapy	non_targeted_therapy_end_date	INTEGER
non_targeted_therapy	non_targeted_therapy_frequency	STRING
non_targeted_therapy	non_targeted_therapy_record_id	STRING
non_targeted_therapy	non_targeted_therapy_start_date	INTEGER
participant	biomarker_results_available	No
participant	biomarker_results_available	Unknown
participant	biomarker_results_available	Yes
participant	crdc_id	STRING
participant	histology_images_available	No
participant	histology_images_available	Unknown
participant	histology_images_available	Yes
participant	participant_id	STRING
participant	radiology_images_available	No
participant	radiology_images_available	Unknown
participant	radiology_images_available	Yes
participant	radiology_report_available	No
participant	radiology_report_available	Unknown
participant	radiology_report_available	Yes
participant_status	crdc_id	STRING
participant_status	off_study	No
participant_status	off_study	Unknown
participant_status	off_study	Yes
participant_status	off_study_reason	ADVERSE EVENT
participant_status	off_study_reason	APPROVED DRUG AVAILABLE FOR INDICATION
participant_status	off_study_reason	COMPLETED
participant_status	off_study_reason	DEATH
participant_status	off_study_reason	DISEASE RELAPSE
participant_status	off_study_reason	FAILURE TO MEET CONTINUATION CRITERIA
participant_status	off_study_reason	FAILURE TO MEET RANDOMIZATION CRITERIA
participant_status	off_study_reason	LACK OF EFFICACY
participant_status	off_study_reason	LOGISTICAL PROBLEM
participant_status	off_study_reason	LOST TO FOLLOW-UP
participant_status	off_study_reason	MET ELIGIBILITY CRITERIA BUT NOT NEEDED
participant_status	off_study_reason	NEVER DOSED
participant_status	off_study_reason	NO LONGER CLINICALLY BENEFITING
participant_status	off_study_reason	NON-COMPLIANCE WITH NON-STUDY DEVICE
participant_status	off_study_reason	NON-COMPLIANCE WITH STUDY DEVICE
participant_status	off_study_reason	NON-COMPLIANCE WITH STUDY DRUG
participant_status	off_study_reason	NON-COMPLIANCE WITH STUDY SCHEDULE
participant_status	off_study_reason	OTHER
participant_status	off_study_reason	PARTNER PREGNANCY
participant_status	off_study_reason	PHYSICIAN DECISION
participant_status	off_study_reason	PREGNANCY
participant_status	off_study_reason	PROGRESSIVE DISEASE
participant_status	off_study_reason	PROTOCOL DEVIATION
participant_status	off_study_reason	PROTOCOL VIOLATION
participant_status	off_study_reason	PROTOCOL-SPECIFIED WITHDRAWAL CRITERION MET
participant_status	off_study_reason	RANDOMIZED BY MISTAKE
participant_status	off_study_reason	RANDOMIZED BY MISTAKE WITH STUDY TREATMENT
participant_status	off_study_reason	RANDOMIZED BY MISTAKE WITHOUT STUDY TREATMENT
participant_status	off_study_reason	RECOVERY
participant_status	off_study_reason	REQUIRES PROHIBITED MEDICATION
participant_status	off_study_reason	SCREEN FAILURE
participant_status	off_study_reason	SCREENING NOT COMPLETED
participant_status	off_study_reason	SITE TERMINATED BY SPONSOR
participant_status	off_study_reason	SPONSOR REQUEST
participant_status	off_study_reason	STUDY TERMINATED BY SPONSOR
participant_status	off_study_reason	TECHNICAL PROBLEMS
participant_status	off_study_reason	WITHDRAWAL BY PARENT/GUARDIAN
participant_status	off_study_reason	WITHDRAWAL BY SUBJECT
participant_status	off_study_reason	WITHDRAWAL OF ASSENT
participant_status	off_study_reason	WITHDRAWAL OF CONSENT
participant_status	participant_status_record_id	STRING
participant_status	primary_cause_of_death	STRING
participant_status	survival_status	ALIVE
participant_status	survival_status	Alive with Disease
participant_status	survival_status	Alive with No Evidence of Disease
participant_status	survival_status	Alive, Disease Status Unknown
participant_status	survival_status	DEAD
participant_status	survival_status	Dead
participant_status	survival_status	UNKNOWN
principal_investigator	crdc_id	STRING
principal_investigator	person_first_name	STRING
principal_investigator	person_last_name	STRING
principal_investigator	person_middle_name	STRING
principal_investigator	person_orcid	STRING
principal_investigator	person_record_id	STRING
program	crdc_id	STRING
program	program_name	STRING
program	program_short_name	STRING
radiotherapy	best_response_to_radiotherapy	Complete Response
radiotherapy	best_response_to_radiotherapy	Less than partial response
radiotherapy	best_response_to_radiotherapy	Not Assessed
radiotherapy	best_response_to_radiotherapy	Not Evaluable
radiotherapy	best_response_to_radiotherapy	Partial Response
radiotherapy	best_response_to_radiotherapy	Progressive Disease
radiotherapy	best_response_to_radiotherapy	Stable Disease
radiotherapy	best_response_to_radiotherapy	Too Early
radiotherapy	best_response_to_radiotherapy	Unknown
radiotherapy	crdc_id	STRING
radiotherapy	radiation_dose	STRING
radiotherapy	radiation_dose_units	STRING
radiotherapy	radiation_extent	STRING
radiotherapy	radiation_frequency	STRING
radiotherapy	radiological_procedure	STRING
radiotherapy	radiological_procedure_anatomical_location	STRING
radiotherapy	radiological_procedure_record_id	STRING
radiotherapy	radiotherapy_end_date	INTEGER
radiotherapy	radiotherapy_start_date	INTEGER
specimen	anatomical_collection_site	STRING
specimen	assessment_timepoint	ARCHIVAL
specimen	assessment_timepoint	Archival
specimen	assessment_timepoint	BASELINE
specimen	assessment_timepoint	Baseline (Fresh)
specimen	assessment_timepoint	ON TREATMENT
specimen	assessment_timepoint	On Treatment (Fresh)
specimen	assessment_timepoint	PROGRESSION
specimen	assessment_timepoint	Post-Treatment (No progression)
specimen	assessment_timepoint	Progression (Fresh)
specimen	collection_date	NUMBER (days)
specimen	crdc_id	STRING
specimen	specimen_category	BLOOD
specimen	specimen_category	BONE MARROW
specimen	specimen_category	BUCCAL CELL SAMPLE
specimen	specimen_category	Blood
specimen	specimen_category	Bone Marrow
specimen	specimen_category	CEREBROSPINAL FLUID
specimen	specimen_category	FORMALIN FIXED PARAFFIN EMBEDDED TISSUE
specimen	specimen_category	FORMALIN FIXED TISSUE
specimen	specimen_category	FRESH TISSUE
specimen	specimen_category	FROZEN TISSUE
specimen	specimen_category	Formalin Fixed Paraffin Embedded Tissue
specimen	specimen_category	Formalin Fixed Tissue
specimen	specimen_category	Fresh Tissue
specimen	specimen_category	Frozen Tissue
specimen	specimen_category	OTHER BODILY FLUIDs
specimen	specimen_category	SALIVA
specimen	specimen_category	STOOL
specimen	specimen_category	URINE
specimen	specimen_record_id	STRING
specimen	specimen_type	Bone Marrow Aspirate
specimen	specimen_type	Cell Block
specimen	specimen_type	EDTA Blood
specimen	specimen_type	FFPE Block
specimen	specimen_type	FORMALIN FIXED TISSUE
specimen	specimen_type	Formalin Bone Marrow Biopsy
specimen	specimen_type	Formalin Fixed Tissue
specimen	specimen_type	Fresh Tissue in Media to PDMR
specimen	specimen_type	Snap Frozen Tissue
specimen	specimen_type	Stained Bone Marrow Aspirate Slide
specimen	specimen_type	Streck Blood
specimen	specimen_type	Streck Blood to PDMR
specimen	specimen_type	Streck Blood to VARI
specimen	specimen_type	Unstained Bone Marrow Aspirate Slide
specimen	specimen_type	Unstained Slide
specimen	tissue_category	Adjacent Non-Tumor
specimen	tissue_category	Metastatic
specimen	tissue_category	Normal
specimen	tissue_category	Primary
study	crdc_id	STRING
study	dates_of_conduct	STRING
study	study_description	STRING
study	study_id	STRING
study	study_name	STRING
study	study_short_name	STRING
study	study_type	Adverse Effect Mitigation Study
study	study_type	Ancillary Study
study	study_type	Basic Science Research
study	study_type	Correlative Study
study	study_type	Cure Study
study	study_type	Device Feasibility Study
study	study_type	Diagnosis Study
study	study_type	Disease Modifying Treatment Study
study	study_type	Early Detection Study
study	study_type	Education Training Clinical Study
study	study_type	Epidemiology Research
study	study_type	Genomics Research
study	study_type	Health Services Research
study	study_type	Imaging Research
study	study_type	Observational Study
study	study_type	Outcomes Research
study	study_type	Prevention Study
study	study_type	Proteomic Research
study	study_type	Rehabilitation Clinical Study
study	study_type	Screening Study
study	study_type	Supportive Care Study
study	study_type	Transcriptomics Research
study	study_type	Treatment Study
surgery	crdc_id	STRING
surgery	extent_of_residual_disease	STRING
surgery	surgical_procedure	STRING
surgery	surgical_procedure_anatomical_location	STRING
surgery	surgical_procedure_date	INTEGER
surgery	surgical_procedure_findings	STRING
surgery	surgical_procedure_record_id	STRING
surgery	surgical_procedure_therapeutic	No
surgery	surgical_procedure_therapeutic	Yes
targeted_therapy	best_response_to_targeted_therapy	Complete Response
targeted_therapy	best_response_to_targeted_therapy	Less than partial response
targeted_therapy	best_response_to_targeted_therapy	Not Assessed
targeted_therapy	best_response_to_targeted_therapy	Not Evaluable
targeted_therapy	best_response_to_targeted_therapy	Partial Response
targeted_therapy	best_response_to_targeted_therapy	Progressive Disease
targeted_therapy	best_response_to_targeted_therapy	Stable Disease
targeted_therapy	best_response_to_targeted_therapy	Too Early
targeted_therapy	best_response_to_targeted_therapy	Unknown
targeted_therapy	crdc_id	STRING
targeted_therapy	targeted_therapy	STRING
targeted_therapy	targeted_therapy_dose	STRING
targeted_therapy	targeted_therapy_dose_units	STRING
targeted_therapy	targeted_therapy_end_date	INTEGER
targeted_therapy	targeted_therapy_frequency	STRING
targeted_therapy	targeted_therapy_record_id	STRING
targeted_therapy	targeted_therapy_start_date	INTEGER

relationship	source_node	destination_node	property	value_or_TYPE
associated_with	data_file	diagnosis	NA	NA
associated_with	data_file	participant	NA	NA
associated_with	data_file	specimen	NA	NA
associated_with	data_file	study	NA	NA
associated_with	image_collection	study	NA	NA
associated_with	associated_link	study	NA	NA
belongs_to	participant	study	NA	NA
belongs_to	study	program	NA	NA
directs	principal_investigator	study	NA	NA
of_participant	non_targeted_therapy	participant	NA	NA
of_participant	surgery	participant	NA	NA
of_participant	targeted_therapy	participant	NA	NA
of_participant	radiotherapy	participant	NA	NA
of_participant	diagnosis	participant	NA	NA
of_participant	exposure	participant	NA	NA
of_participant	specimen	participant	NA	NA
of_participant	demographic	participant	NA	NA
of_participant	data_file	participant	NA	NA
of_participant	participant_status	participant	NA	NA

property	description
age_at_enrollment	<The age (in days) of the participant when the participant enrolled in the study.> The age of the participant as of enrollment, measured in years. <br>CDE ID = 12299548
anatomical_collection_site	<The location within the body from which a specimen was originally obtained as captured in the Uberon identifier.> <br>CDE ID = 12083894
assessment_timepoint	<A specific point in the time continuum, including those established relative to an event.> CMB Catalog Site's "Collection Timepoint". <br>CDE ID = 5899851 (updated 06-03-24)
associated_link_name	<The words by which the linkage between related records is known.> The exact text to be displayed within the UI and used as an intuitive identifier of any given link associated with the study/trial in question. <br>CDE ID = 14822136
associated_link_record_id	<A unique sequence of characters used to identify a linkage between related records.> A unique identifier of each associated link record, used to identify the correct associated link records during data updates. <br>CDE ID = 14822135
associated_link_url	<The global address of the linkage between related records on the World Wide Web.> The url to which an end user will be redirected upon selection of the corresponding link name displayed within the UI. <br>CDE ID = 14822140
best_response_to_non_targeted_therapy	<The result of an evaluation to determine whether pathologic and/or clinical changes resulted from treatment.> An indication as to the best overall response to treatment with the non-targeted therapy in question. <br>CDE ID = 13383448
best_response_to_radiotherapy	<The result of an evaluation to determine whether pathologic and/or clinical changes resulted from treatment.> An indication as to the best overall response to the radiotherapy in question. <br>CDE ID = 13383448
best_response_to_targeted_therapy	<The result of an evaluation to determine whether pathologic and/or clinical changes resulted from treatment.> An indication as to the best overall response to treatment with the targeted therapy in question. <br>CDE ID = 13383448
biomarker_results_available	<A response to indicate whether or not biomarker results are available for a person.> An indicator as to whether any biomarker results relating to the participant in question are available. <br>CDE ID = 14735824
body_surface_area	<The calculated numerical quantity that represents the 2-dimensional extent of the body surface relating height to weight.> The body surface area of the participant as of enrollment, mathematically derived from the participant's height and weight, and expressed in square meters. <br>CDE ID = 653
carcinogen_exposure	<An indication of whether the participant was exposed to environmental/workplace carcinogens (for example arsenic, asbestos, diesel exhaust, chromium, silica).> An indicator as to whether the participant in question has had significant exposure to any known carcinogen(s) <br>CDE ID = 5205578
collection_access	<The methods by which a user can obtain an image set.> Indicator as to whether the image collection can be accessed only via the cloud, accessed only via download, or accessed via both mechanisms. <br>CDE ID = 14825946
collection_date	<WORK NEEDED HERE> From the CMB perspective, this may be equivalent to "days_from_diagnosis_to_specimen_collection" (now block commented out) (CDE ID = 11253404), with collection date indexed to enrollment date. <br>CDE ID 6401821
crdc_id	The crdc_id is a unique identifier that is generated by the CRDC Submission Portal.
ctep_disease_term	<The coded response indicating the MedDRA code Version 10 used in the NCI Simplified Disease Classification (SDC) Terminology for diagnoses.> <br>CDE ID = 4723846
data_file_checksum_type	<The method by which the file checksum was calculated.> <br>CDE ID = 11475057
data_file_checksum_value	<A small-sized block of data derived from a file for the purpose of detecting errors that may have been introduced during file transmission and/or storage and used to verify data integrity.> <br>CDE ID = 11480133
data_file_compression_status	<The state of data when saved to storage space or during data transmission.> <br>CDE ID = 11387114
data_file_description	<A free text field that can be used to document the content and other details about an electronic file that may not be captured elsewhere.> For example, the file's derivation from a specimen of normal tissue versus tumor tissue.  <br>CDE ID = 11280338
data_file_format	<A defined organization or layout representing and structuring data in a computer file.> ; the electronic format of the file, as derived during file validation <br>With the actual values of this property being loader derived, the acceptable values currently specified are in place only to support the generation of mock data <br>CDE ID = 11416926
data_file_location	<The specification of a node (file or directory) in a hierarchical file system where an electronic file is located.> The specific location within the S3 storage bucket at which the file is stored, expressed in terms of a unique url <br>CDE ID = 11556141
data_file_name	<The literal label for an electronic data file.> , inclusive of file extension(s). <br>CDE ID = 11284037
data_file_size	<The measure, expressed in bytes, as to how much space a data file takes up on a storage medium.> <br>CDE ID = 11479876
data_file_type	<The type of information contained in an electronic record.> A curated indicator as to the type of content represented by the data file <br>CDE ID = 14824731
data_file_uuid	<A unique sequence of characters used to identify the contents of an electronic record.> <br>CDE ID = 14826100
dates_of_conduct	The timespan over which the study/trial was/is being conducted.
demographic_record_id	<A unique sequence of characters used to identify a linkage between related records.> A unique identifier of each demographic record, used to identify the correct demographic records during data updates. <br>The value of this property will generally be the same as the value of the participant_id property. <br>CDE ID = 14822135
diagnosis_record_id	<A unique sequence of characters used to identify a linkage between related records.> A unique identifier of each diagnosisc record, used to identify the correct diagnosis records during data updates. <br>The value of this property will generally be the same as the value of the participant_id property. <br>CDE ID = 14822135 <br>This property is used as the key via which child records, e.g. clinical reports, can be associated with the appropriate diagnosis record during data loading, and to identify the correct records during data updates.
environmental_exposure_type	<The category related to contact with chemical, biological, or physical substances found in air, water, food, soil, or product that may have a harmful effect on a person's health.> <br>CDE ID = 11256813
ethnicity	<The text for reporting information about ethnicity based on the Office of Management and Budget (OMB) categories.> <br>CDE ID = 2192217
exposure_record_id	<A unique sequence of characters used to identify a linkage between related records.> A unique identifier of each exposure record, used to identify the correct exposure records during data updates. The value of this property will generally be the same as the value of the participant_id property. <br>CDE ID = 14822135
extent_of_residual_disease	<A textual description of evidence for remaining tumor following primary treatment that is only apparent using highly sensitive techniques.> <br>CDE ID = 13362284
height	<The number that describes the vertical distance of an individual.> The height of the participant as of enrollment, measured in cm. <br>CDE ID = 2179643
highest_level_of_education	<The subdivision that summarizes the highest level of education attained by a person.> An indication as to the highest level of education attained by the participant. <br>CDE ID = 2681552
histological_subtype	<Words that describe the classification of tumors based on their histology.> CDE ID = 14843594
histology	<Words that describe the normal and abnormal morphologic characteristics in cells and tissues.> <br>CDE ID = 14842510
histology_images_available	<A response to indicate whether or not any histology slide images are available for an individual.> An indicator as to whether any histology images relating to the participant in question are available. <br>CDE ID = 14735827
image_collection_name	<The words by which a set of images that are stored together are known.> The name of the image collection exactly as it appears at the location where the collection can be viewed and/or accessed. <br>CDE ID = 14826008
image_collection_record_id	<A unique sequence of characters used to identify a linkage between related records.> A unique identifier of each image collection record, used to identify the correct image collection records during data updates. <br>CDE ID = 14822135
image_collection_url	<The specification of a node (file or directory) in a hierarchical file system where an electronic file is located.> The external url via which the image collection can be viewed and/or accessed. <br>CDE ID = 11556141
image_type_included	<A system of categories for representing a specific manner, characteristic, pattern of a data acquisition device used in an imaging event whether physical or electronic.> A list of the image types included in the image collection, drawn from a list of acceptable values. <br>CDE ID = 12137353
income	<The amount of earnings made by a family in a year.> <br>CDE ID = 14834966
meddra_disease_code	<The MedDRA code describing a medical condition and/or anatomic location.> An eight digit numerical code for the primary disease with which the participant in question has been diagnosed. <br>CDE ID = 2004425
ncbi_taxonomy_id	A label provided by NCBI Taxonomy Database (https://www.ncbi.nlm.nih.gov/taxonomy/),  which uniquely identifies group or category, at any level, in a system for classifying plants or animals (including humans) providing ranked categories for the classification of organisms according to their suspected evolutionary relationships. <br>CDE ID = 10543100
ncbi_taxonomy_name	The textual label associated with a participant's organismal classification as captured in the National Center for Biotechnology Information (NCBI) Taxonomy standard nomenclature and classification repository.  <br>Supposedly enumerated but no permissible values specified. <br>CDE ID = 10543082
non_targeted_therapy	<A term describing a therapeutic agent as captured in the Pharmacological Substance (C1909) or Drug or Chemical by Structure (C1913) branch of the National Cancer Institute Thesaurus (NCIt) hierarchy tree.> The name of the therapeutic agent administered to a participant as a non-targeted therapy, i.e. one that is considered to be appropriate for and effective against the specific type of cancer with which the participant has been diagnosed, but is not considered to have significantly enhanced therapeutic effects upon that cancer in general or upon that cancer specifically within the context of a given participant. Notably, a therapeutic agent considered to be and administered as a non-targeted therapy in one participant can, conversely, be considered and administered as a targeted therapy in another participant, where differences in his or her type of cancer per se, or the specific context of the cancer in question make the therapy more specific. <br>CDE ID = 14913015
non_targeted_therapy_dose	<The amount that represents the dose of the agent.> The dose at which the non-targeted therapeutic agent in question was administered, exclusive of the dosage units. <br>CDE ID = 2182728
non_targeted_therapy_dose_units	<Text name to represent units of measure used to describe dosages of an agent or measure.> The units of measure for the dose at which the non-targeted therapeutic agent in question was administered. <br>CDE ID = 2321160
non_targeted_therapy_end_date	<The number of days from the date of enrollment to the date of treatment end.> The date upon which administration of the non-targeted therapy in question ended, expressed as the number of days before or after study enrollment the non-targeted therapy administration ended. <br>CDE ID = 14984563
non_targeted_therapy_frequency	<The frequency of how often a medication is being administered.> The frequency at which the non-targeted therapeutic agent in question was administered. <br>CDE ID = 2003878
non_targeted_therapy_record_id	<A unique sequence of characters used to identify a linkage between related records.> A unique identifier of each non-targeted therapy record, used to identify the correct non-targeted therapy records during data updates. <br>CDE ID = 14822135
non_targeted_therapy_start_date	<The number of days from the date of enrollment to the date of treatment start.> The date upon which administration of the non-targeted therapy in question began, expressed as the number of days before or after study enrollment the non-targeted therapy administration began. <br>CDE ID = 14984532
occupation	<The occupation/job category of a person.> <br>CDE ID = 6617540
off_study_reason	<An explanation describing why an individual is no longer receiving protocol therapy.> <br>CDE ID = 13362265
